,0,1,2
0,1019,FRAME_RELATED,601
1,1183,FRAME_RELATED,605
2,433,FRAME,617
3,1111,FRAME_RELATED,620
4,296,FRAME,627
5,229,FRAME,635
6,268,FRAME,636
7,314,FRAME,639
8,359,FRAME,640
9,413,FRAME,641
10,1530,FRAME,646
11,1075,FRAME_RELATED,685
12,1024,FRAME_RELATED,689
13,1048,FRAME_RELATED,691
14,1074,FRAME_RELATED,692
15,1101,FRAME_RELATED,693
16,176,LANG,717
17,1603,LANG,720
18,54,LANG,722
19,1057,LANG_RELATED,733
20,199,TOOL,746
21,224,TOOL,749
22,231,TOOL,750
23,365,TOOL,755
24,1032,TOOL_RELATED,765
25,1273,TOOL,769
26,1310,TOOL,775
27,1321,TOOL,776
28,1442,TOOL,785
29,1057,TOOL_RELATED,786
30,1473,TOOL,787
31,1550,TOOL,790
32,1576,TOOL,791
33,20,TOOL,802
34,94,TOOL,810
35,120,TOOL,811
36,145,TOOL,815
37,219,TOOL,820
38,254,TOOL,821
39,288,TOOL,824
40,1160,TOOL_RELATED,830
41,1410,TOOL,841
42,1413,TOOL,842
43,1498,TOOL,844
44,1572,TOOL,849
45,1598,TOOL,853
46,1604,TOOL,857
47,25,TOOL,862
48,47,TOOL,865
49,1045,TOOL_RELATED,949
50,1218,TOOL_RELATED,953
51,1101,TOOL_RELATED,975
52,1157,TOOL_RELATED,987
53,1186,TOOL_RELATED,988
54,1208,TOOL_RELATED,989
55,1394,TECH,1045
56,1402,TECH,1049
57,1418,TECH,1052
58,1447,TECH,1056
59,1491,TECH,1058
60,1516,TECH,1064
61,1628,TECH,1079
62,1644,TECH,1080
63,42,TECH,1085
64,45,TECH,1086
65,1478,TECH,1089
66,573,TECH,1147
67,591,TECH,1202
