,0,1,2
0,1022,CAREER_FRAME_BASIC,1025
1,1019,CAREER_FRAME_ADVANCE,1033
2,703,COURSE_FRAME_ADVANCE,1036
3,730,COURSE_FRAME_ADVANCE,1038
4,861,COURSE_FRAME_ADVANCE,1045
5,131,COURSE_FRAME_ADVANCE,1051
6,989,CAREER_FRAME_BASIC,1053
7,724,COURSE_FRAME_ADVANCE,1055
8,458,COURSE_FRAME_ADVANCE,1059
9,657,COURSE_FRAME_BASIC,1063
10,696,COURSE_FRAME_BASIC,1064
11,742,COURSE_FRAME_BASIC,1067
12,787,COURSE_FRAME_BASIC,1068
13,841,COURSE_FRAME_BASIC,1069
14,207,COURSE_FRAME_BASIC,1073
15,310,COURSE_FRAME_BASIC,1074
16,1019,CAREER_FRAME_BASIC,1077
17,1019,CAREER_LANG_BASIC,1125
18,150,COURSE_LANG_BASIC,1136
19,1007,CAREER_LANG_BASIC,1140
20,595,COURSE_LANG_ADVANCE,1144
21,604,COURSE_LANG_ADVANCE,1145
22,167,COURSE_LANG_BASIC,1146
23,808,COURSE_LANG_BASIC,1147
24,383,COURSE_LANG_BASIC,1148
25,482,COURSE_LANG_BASIC,1150
26,610,COURSE_TOOL_ADVANCE,1166
27,622,COURSE_TOOL_ADVANCE,1170
28,624,COURSE_TOOL_BASIC,1173
29,627,COURSE_TOOL_ADVANCE,1174
30,175,COURSE_TOOL_BASIC,1175
31,652,COURSE_TOOL_ADVANCE,1177
32,659,COURSE_TOOL_ADVANCE,1178
33,793,COURSE_TOOL_ADVANCE,1183
34,1023,CAREER_TOOL_ADVANCE,1189
35,53,COURSE_TOOL_ADVANCE,1197
36,261,COURSE_TOOL_BASIC,1199
37,90,COURSE_TOOL_ADVANCE,1203
38,101,COURSE_TOOL_ADVANCE,1204
39,184,COURSE_TOOL_ADVANCE,1211
40,222,COURSE_TOOL_ADVANCE,1213
41,244,COURSE_TOOL_BASIC,1214
42,245,COURSE_TOOL_ADVANCE,1214
43,253,COURSE_TOOL_ADVANCE,1215
44,330,COURSE_TOOL_ADVANCE,1218
45,356,COURSE_TOOL_ADVANCE,1219
46,362,COURSE_TOOL_ADVANCE,1222
47,991,CAREER_TOOL_BASIC,1222
48,377,COURSE_TOOL_ADVANCE,1223
49,407,COURSE_TOOL_ADVANCE,1224
50,413,COURSE_TOOL_ADVANCE,1225
51,577,COURSE_TOOL_BASIC,1226
52,675,COURSE_TOOL_BASIC,1229
53,448,COURSE_TOOL_ADVANCE,1230
54,486,COURSE_TOOL_ADVANCE,1235
55,522,COURSE_TOOL_ADVANCE,1238
56,548,COURSE_TOOL_ADVANCE,1239
57,452,COURSE_TOOL_BASIC,1240
58,572,COURSE_TOOL_ADVANCE,1242
59,573,COURSE_TOOL_ADVANCE,1243
60,647,COURSE_TOOL_BASIC,1248
61,682,COURSE_TOOL_BASIC,1249
62,716,COURSE_TOOL_BASIC,1252
63,184,COURSE_TOOL_BASIC,1268
64,190,COURSE_TOOL_BASIC,1269
65,193,COURSE_TOOL_BASIC,1270
66,278,COURSE_TOOL_BASIC,1272
67,352,COURSE_TOOL_BASIC,1277
68,355,COURSE_TOOL_BASIC,1278
69,378,COURSE_TOOL_BASIC,1281
70,384,COURSE_TOOL_BASIC,1285
71,407,COURSE_TOOL_BASIC,1286
72,453,COURSE_TOOL_BASIC,1290
73,462,COURSE_TOOL_BASIC,1292
74,475,COURSE_TOOL_BASIC,1293
75,502,COURSE_TOOL_BASIC,1299
76,998,CAREER_TOOL_BASIC,1324
77,20,COURSE_TECH,1456
78,169,COURSE_TECH,1472
79,174,COURSE_TECH,1473
80,788,COURSE_TECH,1476
81,182,COURSE_TECH,1477
82,198,COURSE_TECH,1480
83,227,COURSE_TECH,1484
84,271,COURSE_TECH,1486
85,296,COURSE_TECH,1492
86,350,COURSE_TECH,1497
87,351,COURSE_TECH,1498
88,352,COURSE_TECH,1499
89,408,COURSE_TECH,1507
90,424,COURSE_TECH,1508
91,469,COURSE_TECH,1512
92,470,COURSE_TECH,1513
93,473,COURSE_TECH,1514
94,474,COURSE_TECH,1515
95,258,COURSE_TECH,1517
96,1001,CAREER_TECH,1575
97,1019,CAREER_TECH,1630
