,0,1,2
0,1881,TECH_RELATED_FRAME,1112
1,824,FRAME_BASIC,1024
2,824,FRAME_BASIC,1043
3,1023,FRAME_BASIC,1024
4,1023,FRAME_BASIC,1046
5,1023,FRAME_BASIC,1054
6,828,FRAME_BASIC,1024
7,828,FRAME_BASIC,1025
8,828,FRAME_BASIC,1043
9,830,FRAME_BASIC,1024
10,830,FRAME_BASIC,1043
11,989,FRAME_ADVANCE,1024
12,989,FRAME_ADVANCE,1054
13,1013,FRAME_ADVANCE,1024
14,1013,FRAME_ADVANCE,1046
15,1013,FRAME_ADVANCE,1053
16,820,FRAME_ADVANCE,1024
17,820,FRAME_ADVANCE,1043
18,821,FRAME_ADVANCE,1024
19,821,FRAME_ADVANCE,1043
20,824,FRAME_ADVANCE,1024
21,824,FRAME_ADVANCE,1043
22,232,FRAME_ADVANCE,1024
23,232,FRAME_ADVANCE,1025
24,152,FRAME_BASIC,1025
25,152,FRAME_BASIC,1046
26,769,FRAME_BASIC,1025
27,769,FRAME_BASIC,1034
28,805,FRAME_BASIC,1025
29,805,FRAME_BASIC,1062
30,442,FRAME_BASIC,1025
31,442,FRAME_BASIC,1053
32,621,FRAME_ADVANCE,1025
33,621,FRAME_ADVANCE,1034
34,766,FRAME_ADVANCE,1025
35,766,FRAME_ADVANCE,1034
36,157,FRAME_ADVANCE,1025
37,157,FRAME_ADVANCE,1052
38,608,FRAME_ADVANCE,1025
39,608,FRAME_ADVANCE,1046
40,778,FRAME_ADVANCE,1025
41,778,FRAME_ADVANCE,1034
42,609,FRAME_ADVANCE,1025
43,609,FRAME_ADVANCE,1034
44,678,FRAME_ADVANCE,1025
45,678,FRAME_ADVANCE,1034
46,13,FRAME_ADVANCE,1025
47,13,FRAME_ADVANCE,1046
48,629,FRAME_BASIC,1026
49,629,FRAME_BASIC,1030
50,635,FRAME_BASIC,1026
51,635,FRAME_BASIC,1030
52,636,FRAME_ADVANCE,1026
53,636,FRAME_ADVANCE,1028
54,121,FRAME_BASIC,1030
55,121,FRAME_BASIC,1031
56,991,FRAME_ADVANCE,1027
57,991,FRAME_ADVANCE,1029
58,121,FRAME_ADVANCE,1027
59,121,FRAME_ADVANCE,1031
60,993,FRAME_ADVANCE,1027
61,993,FRAME_ADVANCE,1029
62,993,FRAME_ADVANCE,1030
63,993,FRAME_ADVANCE,1048
64,993,FRAME_ADVANCE,1049
65,1870,TECH_RELATED_FRAME,1030
66,1869,TECH_RELATED_FRAME,1030
67,1856,TECH_RELATED_FRAME,1030
68,27,FRAME_ADVANCE,1030
69,27,FRAME_ADVANCE,1047
70,28,FRAME_ADVANCE,1030
71,28,FRAME_ADVANCE,1031
72,28,FRAME_ADVANCE,1047
73,28,FRAME_ADVANCE,1048
74,642,FRAME_ADVANCE,1030
75,642,FRAME_ADVANCE,1031
76,29,FRAME_ADVANCE,1031
77,29,FRAME_ADVANCE,1049
78,835,FRAME_BASIC,1032
79,835,FRAME_BASIC,1043
80,615,FRAME_BASIC,1032
81,615,FRAME_BASIC,1046
82,703,FRAME_BASIC,1032
83,703,FRAME_BASIC,1070
84,144,FRAME_BASIC,1032
85,144,FRAME_BASIC,1043
86,144,FRAME_BASIC,1046
87,1000,FRAME_ADVANCE,1032
88,1000,FRAME_ADVANCE,1052
89,1000,FRAME_ADVANCE,1065
90,1000,FRAME_ADVANCE,1077
91,988,FRAME_ADVANCE,1032
92,988,FRAME_ADVANCE,1053
93,988,FRAME_ADVANCE,1054
94,1014,FRAME_ADVANCE,1032
95,1014,FRAME_ADVANCE,1034
96,1014,FRAME_ADVANCE,1054
97,1014,FRAME_ADVANCE,1077
98,592,FRAME_ADVANCE,1032
99,592,FRAME_ADVANCE,1053
100,845,FRAME_BASIC,1033
101,845,FRAME_BASIC,1037
102,692,FRAME_BASIC,1035
103,692,FRAME_BASIC,1046
104,606,FRAME_ADVANCE,1035
105,606,FRAME_ADVANCE,1060
106,843,FRAME_BASIC,1037
107,843,FRAME_BASIC,1070
108,734,FRAME_BASIC,1039
109,734,FRAME_BASIC,1040
110,739,FRAME_ADVANCE,1039
111,739,FRAME_ADVANCE,1040
112,738,FRAME_BASIC,1040
113,1005,FRAME_ADVANCE,1041
114,1005,FRAME_ADVANCE,1060
115,1005,FRAME_ADVANCE,1065
116,1005,FRAME_ADVANCE,1077
117,1012,FRAME_ADVANCE,1041
118,1012,FRAME_ADVANCE,1053
119,1012,FRAME_ADVANCE,1054
120,1017,FRAME_ADVANCE,1041
121,1017,FRAME_ADVANCE,1053
122,1017,FRAME_ADVANCE,1054
123,1017,FRAME_ADVANCE,1060
124,1017,FRAME_ADVANCE,1077
125,809,FRAME_BASIC,1043
126,809,FRAME_BASIC,1065
127,94,FRAME_BASIC,1071
128,1023,FRAME_ADVANCE,1053
129,1023,FRAME_ADVANCE,1077
130,2048,TECH_RELATED_FRAME,1375
131,1008,FRAME_ADVANCE,1054
132,1008,FRAME_ADVANCE,1077
133,1020,FRAME_ADVANCE,1059
134,1930,TECH_RELATED_FRAME,1060
135,2047,TECH_RELATED_FRAME,1060
136,1909,TECH_RELATED_FRAME,1112
137,1909,TECH_RELATED_FRAME,1375
138,232,LANG_ADVANCE,1122
139,232,LANG_ADVANCE,1123
140,232,LANG_ADVANCE,1125
141,232,LANG_ADVANCE,1127
142,232,LANG_ADVANCE,1133
143,150,LANG_ADVANCE,1122
144,150,LANG_ADVANCE,1123
145,600,LANG_ADVANCE,1122
146,600,LANG_ADVANCE,1123
147,988,LANG_ADVANCE,1122
148,988,LANG_ADVANCE,1124
149,988,LANG_ADVANCE,1125
150,988,LANG_ADVANCE,1126
151,988,LANG_ADVANCE,1127
152,988,LANG_ADVANCE,1128
153,988,LANG_ADVANCE,1131
154,988,LANG_ADVANCE,1132
155,988,LANG_ADVANCE,1133
156,988,LANG_ADVANCE,1151
157,1022,LANG_ADVANCE,1122
158,1022,LANG_ADVANCE,1123
159,1022,LANG_ADVANCE,1125
160,1012,LANG_ADVANCE,1122
161,1012,LANG_ADVANCE,1123
162,1012,LANG_ADVANCE,1124
163,1012,LANG_ADVANCE,1125
164,1012,LANG_ADVANCE,1126
165,1012,LANG_ADVANCE,1127
166,1012,LANG_ADVANCE,1128
167,1012,LANG_ADVANCE,1129
168,1012,LANG_ADVANCE,1130
169,1012,LANG_ADVANCE,1132
170,1012,LANG_ADVANCE,1134
171,1012,LANG_ADVANCE,1143
172,1012,LANG_ADVANCE,1144
173,1012,LANG_ADVANCE,1154
174,14,LANG_ADVANCE,1122
175,14,LANG_ADVANCE,1123
176,14,LANG_ADVANCE,1125
177,625,LANG_ADVANCE,1122
178,625,LANG_ADVANCE,1123
179,625,LANG_ADVANCE,1125
180,761,LANG_ADVANCE,1122
181,761,LANG_ADVANCE,1123
182,611,LANG_ADVANCE,1122
183,611,LANG_ADVANCE,1123
184,1011,LANG_ADVANCE,1122
185,1011,LANG_ADVANCE,1124
186,1011,LANG_ADVANCE,1125
187,1011,LANG_ADVANCE,1126
188,1011,LANG_ADVANCE,1127
189,1011,LANG_ADVANCE,1128
190,1011,LANG_ADVANCE,1129
191,1011,LANG_ADVANCE,1130
192,1011,LANG_ADVANCE,1133
193,1011,LANG_ADVANCE,1134
194,1000,LANG_ADVANCE,1122
195,1000,LANG_ADVANCE,1123
196,1000,LANG_ADVANCE,1125
197,1017,LANG_ADVANCE,1122
198,1017,LANG_ADVANCE,1124
199,1017,LANG_ADVANCE,1125
200,1017,LANG_ADVANCE,1126
201,1017,LANG_ADVANCE,1127
202,1017,LANG_ADVANCE,1128
203,1017,LANG_ADVANCE,1129
204,1017,LANG_ADVANCE,1132
205,1017,LANG_ADVANCE,1133
206,662,LANG_ADVANCE,1122
207,662,LANG_ADVANCE,1123
208,662,LANG_ADVANCE,1130
209,158,LANG_ADVANCE,1122
210,158,LANG_ADVANCE,1123
211,158,LANG_ADVANCE,1124
212,158,LANG_ADVANCE,1125
213,158,LANG_ADVANCE,1127
214,135,LANG_ADVANCE,1122
215,135,LANG_ADVANCE,1123
216,135,LANG_ADVANCE,1133
217,291,LANG_ADVANCE,1122
218,291,LANG_ADVANCE,1125
219,291,LANG_ADVANCE,1128
220,157,LANG_ADVANCE,1122
221,157,LANG_ADVANCE,1123
222,157,LANG_ADVANCE,1125
223,1021,LANG_ADVANCE,1122
224,1021,LANG_ADVANCE,1123
225,1021,LANG_ADVANCE,1125
226,1020,LANG_ADVANCE,1122
227,1020,LANG_ADVANCE,1123
228,1020,LANG_ADVANCE,1124
229,1020,LANG_ADVANCE,1125
230,1020,LANG_ADVANCE,1126
231,1020,LANG_ADVANCE,1129
232,1020,LANG_ADVANCE,1131
233,1020,LANG_ADVANCE,1133
234,1020,LANG_ADVANCE,1134
235,1020,LANG_ADVANCE,1139
236,674,LANG_ADVANCE,1122
237,674,LANG_ADVANCE,1123
238,674,LANG_ADVANCE,1125
239,1005,LANG_ADVANCE,1122
240,1005,LANG_ADVANCE,1123
241,1005,LANG_ADVANCE,1124
242,1005,LANG_ADVANCE,1125
243,1005,LANG_ADVANCE,1126
244,1005,LANG_ADVANCE,1129
245,1005,LANG_ADVANCE,1130
246,1005,LANG_ADVANCE,1143
247,1005,LANG_ADVANCE,1154
248,613,LANG_ADVANCE,1122
249,613,LANG_ADVANCE,1123
250,609,LANG_ADVANCE,1122
251,609,LANG_ADVANCE,1123
252,609,LANG_ADVANCE,1125
253,609,LANG_ADVANCE,1127
254,1008,LANG_ADVANCE,1122
255,1008,LANG_ADVANCE,1125
256,1008,LANG_ADVANCE,1126
257,1008,LANG_ADVANCE,1127
258,1008,LANG_ADVANCE,1128
259,1008,LANG_ADVANCE,1132
260,1008,LANG_ADVANCE,1134
261,621,LANG_ADVANCE,1122
262,621,LANG_ADVANCE,1123
263,621,LANG_ADVANCE,1124
264,621,LANG_ADVANCE,1125
265,1014,LANG_ADVANCE,1122
266,1014,LANG_ADVANCE,1123
267,1014,LANG_ADVANCE,1124
268,1014,LANG_ADVANCE,1125
269,1014,LANG_ADVANCE,1126
270,1014,LANG_ADVANCE,1127
271,1014,LANG_ADVANCE,1128
272,1014,LANG_ADVANCE,1129
273,1014,LANG_ADVANCE,1130
274,1014,LANG_ADVANCE,1133
275,1014,LANG_ADVANCE,1134
276,612,LANG_ADVANCE,1122
277,612,LANG_ADVANCE,1123
278,612,LANG_ADVANCE,1124
279,17,LANG_ADVANCE,1122
280,17,LANG_ADVANCE,1123
281,607,LANG_ADVANCE,1122
282,607,LANG_ADVANCE,1123
283,607,LANG_ADVANCE,1125
284,623,LANG_ADVANCE,1122
285,623,LANG_ADVANCE,1123
286,623,LANG_ADVANCE,1124
287,623,LANG_ADVANCE,1125
288,623,LANG_ADVANCE,1127
289,16,LANG_ADVANCE,1122
290,16,LANG_ADVANCE,1125
291,15,LANG_ADVANCE,1122
292,15,LANG_ADVANCE,1123
293,676,LANG_ADVANCE,1122
294,676,LANG_ADVANCE,1123
295,676,LANG_ADVANCE,1125
296,1018,LANG_ADVANCE,1122
297,1018,LANG_ADVANCE,1123
298,1013,LANG_ADVANCE,1122
299,1013,LANG_ADVANCE,1123
300,1013,LANG_ADVANCE,1124
301,1013,LANG_ADVANCE,1125
302,1013,LANG_ADVANCE,1126
303,1013,LANG_ADVANCE,1127
304,1013,LANG_ADVANCE,1128
305,1013,LANG_ADVANCE,1129
306,1013,LANG_ADVANCE,1133
307,1013,LANG_ADVANCE,1134
308,1013,LANG_ADVANCE,1144
309,1013,LANG_ADVANCE,1151
310,615,LANG_ADVANCE,1122
311,615,LANG_ADVANCE,1123
